Emotion,sentence,token
불안,친한 친구가 이번에 결혼을 하는데 결혼을 축하하면서도 한편으로 나는 언제 하지라는 생각이 들어.,"['친한', '친구', '가', '이번', '에', '결혼', '을', '하는데', '결혼', '을', '축하', '하면서도', '한편', '으로', '나', '는', '언제', '하지라는', '생각', '이', '들어', '.']"
불안,비위 맞추려고 회사 들어온 게 아닌데 너무 하루하루가 눈치 보이고 힘들어.,"['비위', '맞추려고', '회사', '들어온', '게', '아닌데', '너무', '하루하루', '가', '눈치', '보이', '고', '힘들어', '.']"
불안,프로젝트 담당자가 항상 발표를 해야 하는데 이번에는 내가 하게 되었거든.,"['프로젝트', '담당자', '가', '항상', '발표', '를', '해야', '하는데', '이번', '에는', '내', '가', '하게', '되었거든', '.']"
불안,이번 과장 승진은 꼭 될 줄 알았는데 또 떨어져서 스트레스가 장난 아니다.,"['이번', '과장', '승진', '은', '꼭', '될', '줄', '알았는데', '또', '떨어져서', '스트레스', '가', '장난', '아니다', '.']"
불안,의사가 뭐라도 해 주면 좋겠는데 괜찮다고만 해. 저렇게 아파하다가 큰일이 날까 봐 두려워.,"['의사', '가', '뭐라도', '해', '주면', '좋겠는데', '괜찮다고만', '해', '.', '저렇게', '아파하다가', '큰일', '이', '날까', '봐', '두려워', '.']"
불안,사람을 만나는 자체가 두렵게 생각 드는군,"['사람', '을', '만나는', '자체', '가', '두렵게', '생각', '드는군']"
불안,만나자고 연락이 와도 선뜻 나가기가 망설여져. 예전에는 안 그랬는데.,"['만나자고', '연락', '이', '와도', '선뜻', '나가기가', '망설여져', '.', '예전', '에는', '안', '그랬는데', '.']"
불안,녹내장 수술을 할 예정인데 혹시나 시력을 잃어버릴까 불안해.,"['녹내장', '수술', '을', '할', '예정', '인데', '혹시', '나', '시력', '을', '잃어버릴까', '불안해', '.']"
불안,이번 주말은 아무것도 안 하고 푹 쉴 거야.,"['이번', '주말', '은', '아무', '것', '도', '안', '하고', '푹', '쉴', '거야', '.']"
불안,너무 오래 직장생활을 하니 좀 쉬고 싶다는 생각뿐이었는데 막상 사표를 쓰고 나니 후회가 돼.,"['너무', '오래', '직장', '생활', '을', '하니', '좀', '쉬', '고', '싶다는', '생각', '뿐이었는데', '막상', '사표', '를', '쓰고', '나니', '후회', '가', '돼', '.']"
불안,어릴 적부터 그림 그리는 걸 좋아했는데 성적에 맞춰 대학을 가다 보니 지금 내 전공은 내게 맞지 않고 내 길이 아닌 것 같아.,"['어릴', '적', '부터', '그림', '그리는', '걸', '좋아했는데', '성적', '에', '맞춰', '대학', '을', '가다', '보니', '지금', '내', '전공', '은', '내게', '맞지', '않고', '내', '길이', '아닌', '것', '같아', '.']"
불안,남자답지 못하게 소개팅하는 상대방 얼굴도 제대로 못 보니 이런 내가 한심하다.,"['남자', '답지', '못', '하게', '소개팅', '하는', '상대방', '얼굴', '도', '제대로', '못', '보니', '이런', '내', '가', '한심하다', '.']"
불안,객관적으로 여러 상황을 고려한 뒤 빨리 결정을 내려야겠어.,"['객관', '적', '으로', '여러', '상황', '을', '고려', '한', '뒤', '빨리', '결정', '을', '내려야겠어', '.']"
불안,책임감이 무거우니 말이야. 뭐라 대답해 줘야 할지 긴장되고 어렵네.,"['책임감', '이', '무거우니', '말', '이야', '.', '뭐라', '대답', '해', '줘야', '할지', '긴장', '되고', '어렵네', '.']"
불안,이성 앞에서 말을 잘 못하겠어.,"['이성', '앞', '에서', '말', '을', '잘', '못', '하겠어', '.']"
불안,회사에서 많이 외로워. 요즘 부서의 사람들과 대화도 잘 안 해.,"['회사', '에서', '많이', '외로워', '.', '요즘', '부서', '의', '사람', '들', '과', '대화', '도', '잘', '안', '해', '.']"
불안,여자친구와 싸워야 할지 고민이야.,"['여자친구', '와', '싸워야', '할지', '고민', '이야', '.']"
불안,아들 하나 있는 것이 중국에서 직장 다니다가 현지 애와 결혼을 하고 한국에 들어오지 않으려니 난감하네.,"['아들', '하나', '있는', '것', '이', '중국', '에서', '직장', '다니다가', '현지', '애', '와', '결혼', '을', '하고', '한국', '에', '들어오지', '않으려니', '난감하네', '.']"
불안,친구가 별로 많은 편이 아닌데 나중에 결혼하고 아이 낳고 하면서 이 친구들마저 연락이 끊길까 봐 걱정돼. 다들 바쁘니까.,"['친구', '가', '별로', '많은', '편이', '아닌데', '나중', '에', '결혼', '하고', '아이', '낳고', '하면서', '이', '친구', '들', '마저', '연락', '이', '끊길까', '봐', '걱정', '돼', '.', '다', '들', '바쁘니까', '.']"
불안,엄마 입장에서 누구의 편도 들 수 없어 너무 막막해.,"['엄마', '입장', '에서', '누구', '의', '편도', '들', '수', '없어', '너무', '막막해', '.']"
불안,말기라고 했는데 정말 걱정스러워. 무슨 일이 생긴 건 아니겠지.,"['말기', '라고', '했는데', '정말', '걱정스러워', '.', '무슨', '일이', '생긴', '건', '아니겠지', '.']"
불안,암 수술을 앞두고 있는데 깨어나지 못할까 봐 무서워.,"['암', '수술', '을', '앞두고', '있는데', '깨어나지', '못', '할까', '봐', '무서워', '.']"
불안,아들이 당당하게 자기한테 줄 유산 미리 주면 안 되냐고 해서 매우 당혹스러웠어. 전혀 예상치 못한 요구였거든.,"['아들', '이', '당당하게', '자기', '한테', '줄', '유산', '미리', '주면', '안', '되냐고', '해서', '매우', '당혹스러웠어', '.', '전혀', '예', '상치', '못', '한', '요구', '였거든', '.']"
불안,엄마하고 얘기해 봐야겠어.,"['엄마', '하고', '얘기', '해', '봐야겠어', '.']"
불안,의사가 그런 말을 하는 순간 갑자기 머리 속이 멍해지고 온 몸이 떨려.,"['의사', '가', '그런', '말', '을', '하는', '순간', '갑자기', '머리', '속이', '멍해지고', '온', '몸', '이', '떨려', '.']"
불안,정밀 검사 결과가 나와봐야 양성인지 악성인지 알 수 있다네.,"['정밀', '검사', '결과', '가', '나와', '봐야', '양성', '인지', '악성', '인지', '알', '수', '있다네', '.']"
불안,이제 곧 인사 시즌인데 이번에 내가 순환 근무 순번이거든.,"['이제', '곧', '인사', '시즌', '인데', '이번', '에', '내', '가', '순환', '근무', '순번', '이', '거든', '.']"
불안,사람들과 만나서 어울릴 때마다 환갑이 넘으니까 초조해서 질환이 생길 거 같아.,"['사람', '들', '과', '만나서', '어울릴', '때', '마다', '환갑', '이', '넘으니까', '초조해서', '질환', '이', '생길', '거', '같아', '.']"
불안,난 너무 초조해. 뭘 해야 할지 잘 모르겠어.,"['난', '너무', '초조해', '.', '뭘', '해야', '할지', '잘', '모르겠어', '.']"
불안,친구들이 산악 모임에 나오라고 하는데 전에 등산을 하다가 팔이 한 번 부러진 뒤로 불안해.,"['친구', '들', '이', '산악', '모임', '에', '나오라고', '하는데', '전', '에', '등산', '을', '하다가', '팔이', '한', '번', '부러진', '뒤', '로', '불안해', '.']"
불안,애들이 한창 공부할 나이인데 이걸 얘기해야 하는지 말아야 하는지 모르겠어.,"['애', '들', '이', '한창', '공부', '할', '나이', '인데', '이', '걸', '얘기', '해야', '하는지', '말아야', '하는지', '모르겠어', '.']"
불안,내가 찾아놓았던 관련 자료들을 찬찬히 읽어보고 싶어. 생각만 해도 뿌듯하네.,"['내', '가', '찾아놓았던', '관련', '자료', '들', '을', '찬찬히', '읽어', '보고', '싶어', '.', '생각', '만', '해도', '뿌듯하네', '.']"
불안,일하지 않을 수도 없고 일을 너무 많이 주니 감당이 되지 않아.,"['일', '하지', '않을', '수도', '없고', '일', '을', '너무', '많이', '주니', '감당', '이', '되지', '않아', '.']"
불안,해외로 여행을 간다는데 나는 그만큼 돈이 없어.,"['해외', '로', '여행', '을', '간다는데', '나', '는', '그만큼', '돈', '이', '없어', '.']"
불안,응 퇴사하고 개인 사업 중인 친한 선배한테 고민을 이야기해 보려고.,"['응', '퇴사', '하고', '개인', '사업', '중인', '친한', '선배', '한테', '고민', '을', '이야기', '해', '보려고', '.']"
불안,그래도 내 한 몸 건사하기 위해서라도 마음 다잡아야겠어.,"['그래도', '내', '한', '몸', '건', '사하기', '위', '해서라도', '마음', '다잡아야겠어', '.']"
불안,제대로 걷지도 못하는데 커서 내가 무슨 일을 할 수 있을까 싶어.,"['제대로', '걷지도', '못', '하는데', '커서', '내', '가', '무슨', '일', '을', '할', '수', '있을까', '싶어', '.']"
불안,너무 불안해 무슨 일일까?,"['너무', '불안해', '무슨', '일일', '까', '?']"
불안,요즘 코로나 때문에 학교도 못 가고 친구도 못 만나고 하니 이해를 해 보려고는 하는 데 나도 마찬가지로 힘이 들어.,"['요즘', '코로나', '때문', '에', '학교', '도', '못', '가고', '친구', '도', '못', '만나고', '하니', '이해', '를', '해', '보려고는', '하는', '데', '나도', '마찬가지', '로', '힘', '이', '들어', '.']"
불안,나는 큰 병이 걸려도 치료하지 못할 것 같아서 불안해.,"['나', '는', '큰', '병', '이', '걸려도', '치료', '하지', '못', '할', '것', '같아서', '불안해', '.']"
불안,내가 어떤 행동을 해도 전혀 걱정을 안 해.  난 주워온 게 아닐까 싶어.,"['내', '가', '어떤', '행동', '을', '해도', '전혀', '걱정', '을', '안', '해', '.', '난', '주워', '온', '게', '아닐까', '싶어', '.']"
불안,계속된 실패에 자신감도 떨어지고 두려움이 앞서.,"['계속', '된', '실패', '에', '자신감', '도', '떨어지고', '두려움', '이', '앞서', '.']"
불안,녹내장이라는데 이러다 시력이라도 잃으실까 봐 걱정돼.,"['녹내장', '이라는', '데', '이러다', '시력', '이라도', '잃으실까', '봐', '걱정', '돼', '.']"
불안,옆집 할머니랑 같이 산책 다녀올까 봐.,"['옆집', '할머니', '랑', '같이', '산책', '다녀올까', '봐', '.']"
불안,애교를 부려볼까 싶어. 누나는 가끔 나의 애교에 잘 들어주거든.,"['애교', '를', '부려', '볼까', '싶어', '.', '누나', '는', '가끔', '나', '의', '애교', '에', '잘', '들어주거든', '.']"
불안,나 이제 삼십 대가 되니까 슬슬 결혼해야 할 것 같아서 초조해.,"['나', '이제', '삼십', '대가', '되니까', '슬슬', '결혼', '해야', '할', '것', '같아서', '초조해', '.']"
불안,전에 하던 것은 오래 해서 익숙한데 이번에 하던 것은 완전히 새로워서 잘 못 할까 봐 겁나.,"['전', '에', '하던', '것', '은', '오래', '해서', '익숙한데', '이번', '에', '하던', '것', '은', '완전히', '새로워서', '잘', '못', '할까', '봐', '겁나', '.']"
불안,내 삶에 무엇이 가장 중요한지 잘 모르겠어.,"['내', '삶', '에', '무엇', '이', '가장', '중요한지', '잘', '모르겠어', '.']"
불안,상담 선생님께 이런 상황을 이야기하고 도움을 구해야겠어.,"['상담', '선생님', '께', '이런', '상황', '을', '이야기', '하고', '도움', '을', '구', '해야겠어', '.']"
불안,혼날 생각에 벌써 불안하고 초조해.,"['혼날', '생각', '에', '벌써', '불안하고', '초조해', '.']"
불안,반복 작업엔 소질이 없는데 입사 첫날부터 데이터 입력하는 업무를 받아서 너무 불안해.,"['반복', '작업', '엔', '소질', '이', '없는데', '입사', '첫날', '부터', '데이터', '입력', '하는', '업무', '를', '받아서', '너무', '불안해', '.']"
불안,우선 땀 냄새를 없앨 수 있는 탈취제를 알아봐야겠어.,"['우선', '땀', '냄새', '를', '없앨', '수', '있는', '탈취', '제', '를', '알아봐야겠어', '.']"
불안,최대한 치매가 안 오도록 노력해야겠어. 기억해야 할 것들을 잘 정리해야겠어.,"['최대한', '치매', '가', '안', '오', '도록', '노력', '해야겠어', '.', '기억', '해야', '할', '것', '들', '을', '잘', '정리', '해야겠어', '.']"
불안,불교에서는 혼자 터득하고 수행하고 침묵하잖아. 자연과 같이 지내고.,"['불교', '에서는', '혼자', '터득', '하고', '수행', '하고', '침묵', '하잖아', '.', '자연', '과', '같이', '지내고', '.']"
불안,다른 재산은 미미한 수준이야.  앞으로 어떻게 해야 할지 당황스럽네.,"['다른', '재산', '은', '미미한', '수준', '이야', '.', '앞', '으로', '어떻게', '해야', '할지', '당황', '스럽네', '.']"
불안,오늘 운전면허시험 응시했는데 또 떨어졌어. 운전면허 따기가 너무 어렵고 힘들어.,"['오늘', '운전면허', '시험', '응시', '했는데', '또', '떨어졌어', '.', '운전면허', '따기가', '너무', '어렵고', '힘들어', '.']"
불안,나이가 들어 허리가 아파 활동이 어려워. 딸과 치료를 받기로 약속했는데 이동이 불편해 미루게 돼.,"['나이', '가', '들어', '허리', '가', '아파', '활동', '이', '어려워', '.', '딸', '과', '치료', '를', '받기로', '약속', '했는데', '이동', '이', '불편해', '미루게', '돼', '.']"
불안,가족 때문에 당황스러워.,"['가족', '때문', '에', '당황', '스러워', '.']"
불안,이제 아무것도 못 하겠어.,"['이제', '아무', '것', '도', '못', '하겠어', '.']"
불안,주식으로 수익이 나면 다행이지만 잃을 확률이 더 크다고 하니까 불안해. 힘들게 모은 자금인데.,"['주식', '으로', '수익', '이', '나면', '다행', '이지만', '잃을', '확률', '이', '더', '크다고', '하니까', '불안해', '.', '힘들게', '모은', '자금', '인데', '.']"
불안,명품이 없다고 이상하게 보는 시선 무시하고 내 스타일대로 사는 게 좋겠어.,"['명품', '이', '없다고', '이상하게', '보는', '시선', '무시', '하고', '내', '스타일', '대로', '사는', '게', '좋겠어', '.']"
불안,부모님의 과잉보호 때문에 흥미가 없는 활동이 너무 많아져서 학업이 어려워.,"['부모님', '의', '과잉', '보호', '때문', '에', '흥미', '가', '없는', '활동', '이', '너무', '많아져서', '학업', '이', '어려워', '.']"
불안,그런 게 있을까. 한 번 검색해서 찾아라도 봐야겠어.,"['그런', '게', '있을까', '.', '한', '번', '검색', '해서', '찾아라도', '봐야겠어', '.']"
불안,둘이서 같이 뭘 해본 적이 없거든. 앞으로 백 세시대라고 하는데 어떻게 지내야 할지 모르겠어. 경제적으로 부유하다면 여행이나 다니면서 즐길 수라도 있을 텐데 말이지.,"['둘이서', '같이', '뭘', '해본', '적', '이', '없거든', '.', '앞', '으로', '백', '세', '시대', '라고', '하는데', '어떻게', '지내야', '할지', '모르겠어', '.', '경제', '적', '으로', '부유하다면', '여행', '이나', '다니면서', '즐길', '수라도', '있을', '텐데', '말', '이지', '.']"
불안,일이 많아 매일 야근이라 너무 스트레스야.,"['일이', '많아', '매일', '야근', '이라', '너무', '스트레스', '야', '.']"
불안,오늘 회사에서 큰 실수를 했어. 내일 가면 얼마나 혼나게 될지 걱정이야.,"['오늘', '회사', '에서', '큰', '실수', '를', '했어', '.', '내일', '가면', '얼마나', '혼나게', '될지', '걱정', '이야', '.']"
불안,애 낳을 때 아플 것 같아서 너무 두렵고 그래.,"['애', '낳을', '때', '아플', '것', '같아서', '너무', '두렵고', '그래', '.']"
불안,이십 대 후반이야. 처음 직장을 중견 기업 이상의 회사에 들어가려고 해.,"['이십', '대', '후반', '이야', '.', '처음', '직장', '을', '중견', '기업', '이상', '의', '회사', '에', '들어가려고', '해', '.']"
불안,아직 막내가 대학 졸업하려면 이 년 정도 남았는데 모아둔 자금으론 상당히 빠듯하네.,"['아직', '막내', '가', '대학', '졸업', '하려면', '이', '년', '정도', '남았는데', '모아', '둔', '자금', '으론', '상당히', '빠듯하', '네', '.']"
불안,난 이 돈을 나보다 더 힘든 사람들에게 기부하고 싶어.,"['난', '이', '돈', '을', '나', '보다', '더', '힘든', '사람', '들', '에게', '기부', '하고', '싶어', '.']"
불안,모르겠어. 학교엔 어찌 가지?,"['모르겠어', '.', '학교', '엔', '어찌', '가지', '?']"
불안,이제는 얘기를 누구한테도 털어놓을 수도 없고 답답해.,"['이제', '는', '얘기', '를', '누구', '한테', '도', '털어놓을', '수도', '없고', '답답해', '.']"
불안,게다가 남편이 이혼을 바라는 것 같아 배신감을 느끼고 어쩔 줄을 모르겠어.,"['게다가', '남편', '이', '이혼', '을', '바라는', '것', '같아', '배신', '감', '을', '느끼고', '어쩔', '줄', '을', '모르겠어', '.']"
불안,생활비가 더 필요할 때 퇴근 후 아르바이트라도 했었던 것 같아.,"['생활비', '가', '더', '필요할', '때', '퇴근', '후', '아르바이트', '라도', '했었던', '것', '같아', '.']"
불안,어렸을 때부터 있었던 장애인데 뭔가에 집중하기도 힘들고 집안 분위기도 이러니 더 어려워.,"['어렸을', '때', '부터', '있었던', '장애', '인데', '뭔가', '에', '집중', '하기도', '힘들고', '집안', '분위기', '도', '이러니', '더', '어려워', '.']"
불안,맞아. 매번 수업시간이나 야자시간에 분위기를 흐리는 친구들이 있어서 매번 골머리를 앓게 돼.,"['맞아', '.', '매번', '수업', '시간', '이나', '야자', '시간', '에', '분위기', '를', '흐리는', '친구', '들', '이', '있어서', '매번', '골', '머리', '를', '앓게', '돼', '.']"
불안,요즘 부모님이 결혼은 언제 할 거냐고 자꾸 물어보셔. 사람을 소개해 주겠다고 하시질 않나.,"['요즘', '부모님', '이', '결혼', '은', '언제', '할', '거', '냐', '고', '자꾸', '물어보셔', '.', '사람', '을', '소개', '해', '주겠다고', '하시질', '않나', '.']"
불안,결혼식 날짜를 잡아놓았는데 예약한 결혼식장이 문을 닫아서 당혹스러워.,"['결혼식', '날짜', '를', '잡아놓았는데', '예약', '한', '결혼식장', '이', '문', '을', '닫아서', '당혹스러워', '.']"
불안,딸이 오늘 수능을 보는데 시험 장소에 제시간에 도착하지 못할까 봐 불안해.,"['딸', '이', '오늘', '수능', '을', '보는데', '시험', '장소', '에', '제', '시간', '에', '도착', '하지', '못', '할까', '봐', '불안해', '.']"
불안,금일 모의시험 성적도 나왔는데 거의 하위권이라 어느 대학에 넣어야할지 모르겠어.,"['금일', '모의', '시험', '성적', '도', '나왔는데', '거의', '하위', '권', '이라', '어느', '대학', '에', '넣어', '야할지', '모르겠어', '.']"
불안,약을 일단 먹어봐야지. 괜찮아져야 할 텐데 말이야.,"['약', '을', '일단', '먹어', '봐야지', '.', '괜찮아져야', '할', '텐데', '말', '이야', '.']"
불안,친구나 선배에게 조언을 들어보려고 해. 그러면 자신감이 생길 것 같아.,"['친구', '나', '선배', '에게', '조언', '을', '들어', '보려고', '해', '.', '그러면', '자신감', '이', '생길', '것', '같아', '.']"
불안,친구들이 왜 자꾸 하나둘씩 나를 피하는 것 같지?,"['친구', '들', '이', '왜', '자꾸', '하나', '둘', '씩', '나를', '피하', '는', '것', '같지', '?']"
불안,요즘 부쩍 기억력이 떨어져서 일을 그만뒀더니 경제적으로 어려움이 커.,"['요즘', '부쩍', '기억', '력', '이', '떨어져서', '일', '을', '그만뒀더니', '경제', '적', '으로', '어려움', '이', '커', '.']"
불안,성가신 일도 너무 많아. 내일은 업무를 분담해보자고 용기를 내서 이야기해 봐야겠어.,"['성가신', '일도', '너무', '많아', '.', '내일', '은', '업무', '를', '분담', '해보자고', '용기', '를', '내서', '이야기', '해', '봐야겠어', '.']"
불안,친구들에게 다가가기가 조심스러워.,"['친구', '들', '에게', '다가가기가', '조심스러워', '.']"
불안,일 년간 다닌 산인데도 잊어버려. 아내는 병원을 가보라고 해.,"['일', '년', '간', '다닌', '산인데도', '잊어버려', '.', '아내', '는', '병원', '을', '가보', '라고', '해', '.']"
불안,지금까지 모은 돈을 부동산에만 투자했더니 세금이 더 많이 나가서 후회스러워.,"['지금', '까지', '모은', '돈', '을', '부동산', '에만', '투자', '했더니', '세금', '이', '더', '많이', '나가서', '후회', '스러워', '.']"
불안,나이가 있으니 나도 조심해야 하는데 배가 자꾸 나오네. 운동을 시작해야겠어.,"['나이', '가', '있으니', '나도', '조심해야', '하는데', '배', '가', '자꾸', '나오네', '.', '운동', '을', '시작', '해야겠어', '.']"
불안,최대한 사람들과 마주치지 않고 집에 가려고 노력했어.,"['최대한', '사람', '들', '과', '마주치지', '않고', '집', '에', '가려고', '노력', '했어', '.']"
불안,조원들에게 마무리한 과제를 보여주고 의견을 들어야겠네.,"['조원', '들', '에게', '마무리', '한', '과제', '를', '보여주고', '의견', '을', '들어야겠네', '.']"
불안,난 간호사가 되고 싶은데 아빠가 그런 건 여자들이나 하는 거라며 반대하셔.,"['난', '간호사', '가', '되고', '싶은데', '아빠', '가', '그런', '건', '여자', '들', '이나', '하는', '거', '라며', '반대', '하셔', '.']"
불안,아들과 규칙을 정해보는 게 좋을 것 같아.,"['아들', '과', '규칙', '을', '정', '해보는', '게', '좋을', '것', '같아', '.']"
불안,모르겠어. 그저 자식들 목소리를 들어보고 싶은 마음만 있네.,"['모르겠어', '.', '그저', '자식', '들', '목소리', '를', '들어', '보고', '싶은', '마음', '만', '있네', '.']"
불안,안절부절 못하는 내 마음을 알려나?,"['안절부절', '못', '하는', '내', '마음', '을', '알려나', '?']"
불안,우리 회사에 나랑 친하지 않은 사람이 있는데 그 사람 때문에 불편한 기분이 들어.,"['우리', '회사', '에', '나', '랑', '친하지', '않은', '사람', '이', '있는데', '그', '사람', '때문', '에', '불편한', '기분', '이', '들어', '.']"
불안,공부를 하는 게 너무 힘들어. 난 공부에는 흥미가 없어.,"['공부', '를', '하는', '게', '너무', '힘들어', '.', '난', '공부', '에는', '흥미', '가', '없어', '.']"
불안,내 치부를 아니까 함께 있기 불편해.,"['내', '치부', '를', '아니까', '함께', '있기', '불편해', '.']"
불안,둘이 오래 사귀기도 했고 집끼리 결혼 얘기도 오가는데 헤어질까 불안하네.,"['둘', '이', '오래', '사', '귀', '기도', '했고', '집', '끼리', '결혼', '얘기', '도', '오가는데', '헤어질까', '불안하네', '.']"
불안,취미 활동 좀 하려고. 못다 읽은 책과 음악 좀 이번 기회에 들어야겠어.,"['취미', '활동', '좀', '하려고', '.', '못', '다', '읽은', '책', '과', '음악', '좀', '이번', '기회', '에', '들어야겠어', '.']"
불안,어제 회식 때 말실수를 했었는데 그거 때문에 화나신 것 같아.,"['어제', '회식', '때', '말실수', '를', '했었는데', '그거', '때문', '에', '화나신', '것', '같아', '.']"
불안,딸에게 잘할 거라고 응원해 줘야겠어. 용기를 줘야지.,"['딸', '에게', '잘', '할', '거', '라고', '응원', '해', '줘야겠어', '.', '용기', '를', '줘야지', '.']"
불안,내가 과연 인생의 목표를 정할 수 있을지도 모르겠어.,"['내', '가', '과연', '인생', '의', '목표', '를', '정', '할', '수', '있을지도', '모르겠어', '.']"
불안,마음이 아팠어. 너무 슬퍼서 엄청 울었어.,"['마음', '이', '아팠어', '.', '너무', '슬퍼서', '엄청', '울었어', '.']"
불안,길 가다 아빠랑 마주쳤는데 아빠가 급하게 자리를 피했어.,"['길', '가다', '아빠', '랑', '마주쳤는데', '아빠', '가', '급하게', '자리', '를', '피', '했어', '.']"
불안,아무런 말도 없이 아내가 사라졌어. 벌써 일주일이 됐어.,"['아무런', '말', '도', '없이', '아내', '가', '사라졌어', '.', '벌써', '일주일', '이', '됐어', '.']"
불안,여든 넘어서까지 사는 게 의미가 있는 건지 고민이 돼.,"['여든', '넘어서까지', '사는', '게', '의미', '가', '있는', '건지', '고민', '이', '돼', '.']"
불안,어떻게 하면 편하게 다가갈 수 있을지 잘 모르겠어.,"['어떻게', '하면', '편하게', '다가갈', '수', '있을지', '잘', '모르겠어', '.']"
불안,엄마가 나에게 무관심한 게 짜증 나고 함께하는 시간을 늘리자고 말씀드려야겠어.,"['엄마', '가', '나', '에게', '무관심한', '게', '짜증', '나고', '함께', '하는', '시간', '을', '늘리', '자고', '말씀드려야겠어', '.']"
불안,어제 갑자기 이 년간 교제한 여자친구가 결혼하고 싶다고 하네.,"['어제', '갑자기', '이', '년', '간', '교제', '한', '여자친구', '가', '결혼', '하고', '싶다고', '하네', '.']"
불안,아들을 정기적으로 건강검진을 꼭 받게 해야겠어.,"['아들', '을', '정기', '적', '으로', '건강검진', '을', '꼭', '받게', '해야겠어', '.']"
불안,회사 동료가 나에게 고백을 했어. 예상치 못했던 일이라 너무 당혹스럽고 회사에서 불편할까 봐 걱정스럽네.,"['회사', '동료', '가', '나', '에게', '고백', '을', '했어', '.', '예', '상치', '못', '했던', '일이', '라', '너무', '당혹스럽고', '회사', '에서', '불편할까', '봐', '걱정스럽네', '.']"
불안,내 생각이 잘못된 걸까? 신중히 생각해 봐야겠어.,"['내', '생각', '이', '잘', '못', '된', '걸까', '?', '신중히', '생각', '해', '봐야겠어', '.']"
불안,여자 친구와 다툼으로 헤어질 거 같아서 초조하고 긴장돼.,"['여자', '친구', '와', '다툼', '으로', '헤어질', '거', '같아서', '초조하고', '긴장', '돼', '.']"
불안,나 혼자만의 노력으로는 쉽지 않을 것 같아. 남자친구에게 마음을 토로해봐야겠어.,"['나', '혼자', '만의', '노력', '으로는', '쉽지', '않을', '것', '같아', '.', '남자친구', '에게', '마음', '을', '토로', '해봐야겠어', '.']"
불안,와이프는 이제 날 쓸모없는 인간 취급을 하니 더 나 자신이 초라한 거 같아.,"['와이프', '는', '이제', '날', '쓸모없는', '인간', '취급', '을', '하니', '더', '나', '자신', '이', '초라한', '거', '같아', '.']"
불안,팀원이 그동안 맡았던 일을 어떻게 감당해야 하나 걱정이 돼.,"['팀', '원', '이', '그동안', '맡았던', '일', '을', '어떻게', '감당', '해야', '하나', '걱정', '이', '돼', '.']"
불안,불규칙한 내 활동이 걱정돼서 고쳐나가고 싶어.,"['불규칙한', '내', '활동', '이', '걱정', '돼서', '고쳐', '나가고', '싶어', '.']"
불안,아이들 앞에서 남편이랑 크게 다투고 이혼하기로 했어. 인생이 공허하고 무기력해.,"['아이', '들', '앞', '에서', '남편', '이랑', '크게', '다투고', '이혼', '하기로', '했어', '.', '인생', '이', '공허하고', '무기', '력', '해', '.']"
불안,친구들이 나하고 대화가 잘 안된다고 자꾸 나를 피하는거 같아. 너무 슬프네.,"['친구', '들', '이', '나하', '고', '대화', '가', '잘', '안된다고', '자꾸', '나를', '피', '하는거', '같아', '.', '너무', '슬프네', '.']"
불안,선생님에게 따로 질문을 하며 소심한 성격을 극복해 봐야겠어.,"['선생님', '에게', '따로', '질문', '을', '하며', '소심한', '성격', '을', '극복', '해', '봐야겠어', '.']"
불안,맞는 줄 알았는데 막상 만나보면 다 안 맞았어.,"['맞는', '줄', '알았는데', '막상', '만나', '보면', '다', '안', '맞았어', '.']"
불안,딸이 암에 걸렸대.,"['딸', '이', '암', '에', '걸렸대', '.']"
불안,놀란 눈치지만 좋아하는 것 같았어. 꽃다발을 주며 평생 함께하자고 했어.,"['놀란', '눈치', '지만', '좋아하는', '것', '같았어', '.', '꽃다발', '을', '주며', '평생', '함께', '하자', '고', '했어', '.']"
불안,너무 불안해서 잠도 안 오고 식사도 못 하겠어. 집 밖으로 나가지도 못하고 있어.,"['너무', '불안해서', '잠도', '안', '오고', '식사', '도', '못', '하겠어', '.', '집', '밖', '으로', '나가지도', '못', '하고', '있어', '.']"
불안,얼마 전부터 부장님이 부장님 자녀 영어 과외를 시키는데 거절을 못 하겠어. 정말 당황스럽고 곤란해.,"['얼마', '전', '부터', '부장', '님', '이', '부장', '님', '자녀', '영어', '과외', '를', '시키는데', '거절', '을', '못', '하겠어', '.', '정말', '당황', '스럽고', '곤란해', '.']"
불안,돈이 자꾸 나도 모르게 사라지는 것 같아.,"['돈', '이', '자꾸', '나도', '모르게', '사라지는', '것', '같아', '.']"
불안,난 현장 업무에 너무 취약한 것 같아. 그것으로 스트레스를 받아.,"['난', '현장', '업무', '에', '너무', '취약', '한', '것', '같아', '.', '그것', '으로', '스트레스', '를', '받아', '.']"
불안,친구가 나를 때린 사실을 선생님이 안 믿어주실까 봐 걱정이 돼.,"['친구', '가', '나를', '때린', '사실', '을', '선생님', '이', '안', '믿어주실까', '봐', '걱정', '이', '돼', '.']"
불안,친구랑 싸워서 우울해.,"['친구', '랑', '싸워서', '우울해', '.']"
불안,어 나 진짜 너무 당혹스러워서 미칠 것 같아.,"['어', '나', '진짜', '너무', '당혹스러워서', '미칠', '것', '같아', '.']"
불안,직장에서 항상 결정을 제대로 내리지 못해 일을 망치는 것 같아. 스스로가 싫어져.,"['직장', '에서', '항상', '결정', '을', '제대로', '내', '리지', '못', '해', '일', '을', '망치는', '것', '같아', '.', '스스로', '가', '싫어져', '.']"
